total_numarts,first_sourceurl,title,text,themes,locations,persons,organizations
13,https://www.wprl.org/npr-news/2024-08-13/weekend-matchup-harris-and-trump-campaigned-on-the-same-day-hear-the-contrast,Weekend matchup: Harris and Trump campaigned on the same day. Hear the contrast,"STEVE INSKEEP, HOST:

We compare speeches the candidates gave on the same day.

(SOUNDBITE OF ARCHIVED RECORDING)

VICE PRESIDENT KAMALA HARRIS: Hey, Nevada.

INSKEEP: On Saturday, Vice President Harris finished a tour introducing her running mate.

(SOUNDBITE OF ARCHIVED RECORDING)

HARRIS: Can we hear it for Tim Walz?

INSKEEP: And former President Trump campaigned for a Senate candidate in Montana.

(SOUNDBITE OF SONG, ""GOD BLESS THE U.S.A.""

LEE GREENWOOD: (Singing) ...USA.

DONALD TRUMP: Thank you.

INSKEEP: The appearances show a contrast in substance and style. Both began with small talk, Harris about the Olympics.

(SOUNDBITE OF ARCHIVED RECORDING)

HARRIS: Our women's national soccer team won the gold, as well.

(CHEERING)

INSKEEP: Trump about the length of his drive in from the airport.

(SOUNDBITE OF ARCHIVED RECORDING)

TRUMP: I'll tell you, I know Montana better than you know - I was all over your state today. Everything's two hours. When are we going to be there? Two hours, sir. Two hours.

INSKEEP: Soon, Trump spoke of his opponent.

(SOUNDBITE OF ARCHIVED RECORDING)

TRUMP: We're going to evict Crazy Kamala. Do you know - ever hear of Kamala? Radical left. Radical left.

INSKEEP: He repeatedly wandered off target and then returned to the vice president.

(SOUNDBITE OF ARCHIVED RECORDING)

TRUMP: Since becoming a presidential candidate, she has refused to do a single interview. You know why? 'Cause she's dumb.

INSKEEP: So said Trump in Montana, the same day that Harris spoke in Nevada.

(SOUNDBITE OF ARCHIVED RECORDING)

HARRIS: As a prosecutor, I specialized in cases of sexual abuse. Well, Donald Trump was found liable for committing sexual abuse.

(BOOING)

HARRIS: As attorney general, I held Wall Street banks accountable for fraud. Well...

(LAUGHTER)

INSKEEP: She hardly needed to finish the thought. Harris offered broad themes - democracy, freedom and a focus on the future.

(SOUNDBITE OF ARCHIVED RECORDING)

HARRIS: And it is my promise to everyone here when I am president, we will continue our fight for working families of America...

(CHEERING)

HARRIS: ...Including to raise the minimum wage...

(CHEERING)

HARRIS: ...And eliminate taxes on tips for service and hospitality workers.

INSKEEP: Harris endorsed that last idea after Trump did, although she agrees with him on little else.

(SOUNDBITE OF ARCHIVED RECORDING)

HARRIS: What kind of country do we want to live in? A country of chaos, fear and hate...

UNIDENTIFIED PEOPLE: No.

HARRIS: ...Or a country of freedom, compassion and rule of law?

(CHEERING)

INSKEEP: Trump touched on his big themes, alleging without evidence that his opponents would turn America, quote, ""communist"" and making his own promises about Social Security.

(SOUNDBITE OF ARCHIVED RECORDING)

TRUMP: And seniors, as I said, will not pay taxes on their Social Security. That's a big deal.

(CHEERING)

TRUMP: On day one, I will sign a new executive order to cut federal funding for any school pushing critical race theory, transgender insanity and other inappropriate racial, sexual or political content onto the lives of our children. We're not going to do it.

INSKEEP: And where Harris spoke about 28 minutes, Trump spoke for an hour and 40, often talking of a president who's no longer running.

(SOUNDBITE OF ARCHIVED RECORDING)

TRUMP: What do you like better, Crooked Joe...

(CHEERING)

TRUMP: ...Or Sleepy Joe?

(CHEERING)

TRUMP: OK. Crooked seems to always win. I mean, he's a crooked guy.

INSKEEP: Trump even seemed to regret the debate that knocked out Biden.

(SOUNDBITE OF ARCHIVED RECORDING)

TRUMP: Why the hell did I debate him?

INSKEEP: And he indulged in a fantasy about the return of the opponent Trump used to be leading in the polls.

(SOUNDBITE OF ARCHIVED RECORDING)

TRUMP: I hear he's going to make a comeback at the Democrat convention. He's going to walk into the room, and he's going to say, I want my presidency back.

INSKEEP: The former president has repeated that one on social media.

NPR's Mara Liasson has been listening along with us to these elements from the speeches on Saturday. She's also following the campaign's other messages. Mara, good morning.

MARA LIASSON, BYLINE: Good morning.

INSKEEP: What themes do you hear?

LIASSON: Well, Harris seems to have figured out her own way of talking about Trump being a threat to democracy. That's kind of an abstract concept to most voters, so she has chosen freedom as her mantra. Freedom from having the government come between you and your doctor, freedom from your kids - for your kids to read the books you want them to, freedom from gun violence. Most elections are referendums on the incumbent president, and what she's trying to do is make this race a referendum on Trump, not on the Biden-Harris administration. And she's doing that by saying that she is the candidate of the future, not the past. Trump is the past. And that's what Harris' supporters mean when they're chanting, we're not going back.

INSKEEP: Well, how is Trump managing that?

LIASSON: Trump is a big contrast to Harris. Instead of the laughing, smiling Harris-Walz ticket always talking about how they're bringing the joy, at Trump rallies, you see his scowling mugshot on all that campaign merch. He has a very downbeat message. He tells his crowds that America is in decline; crime is rampant; immigration is out of control; prices are too high. And then there are all those personal insults you heard that Trump delivers to Harris. She's low IQ. She's incompetent. She's not really Black.

And, you know, since Trump got a new opponent, he has really struggled to settle on a consistent, coherent message against Harris. And a lot of Republicans are saying that in this, his third campaign for president, he is much less disciplined than they expected. Some Republican outlets are openly voicing their concerns. The Wall Street Journal editorial page had a headline, ""Will Trump Blow Another Election?"" And it's almost a role reversal. Not long ago, it was Democrats wringing their hands, criticizing Biden's performance. Now Republicans are suffering from whiplash. Remember, at that Milwaukee convention, they weren't just confident. They were talking about a landslide.

INSKEEP: Yeah.

LIASSON: Now the race is neck and neck. But the Trump campaign insists that Harris' honeymoon is going to end. Her new numbers will drop. And this reminds me of the Biden campaign, who, for a very long time, kept on predicting that Trump's numbers would drop once voters realized that he was actually the nominee. So when a campaign starts predicting that their opponent's poll numbers are going to drop sometime in the near future, you know that that's a lot of wishful thinking.

INSKEEP: OK. Although there are some advantages, I would think, that the former president still has. What are they?

LIASSON: Absolutely. He has a lot of advantages. He has the Electoral College map, which helps Republicans. He has the edge on many issues. Polls show that voters see him as the stronger leader. They see him as better on the economy, on crime, on the border. And those internal poll numbers might change, but so far, he's maintaining them. He also has a flood of negative ads aimed at Harris ready to go. And one Trump-supporting super PAC is about to air $100 million of ads in battleground states between now and Labor Day. And that's a lot of ads.

INSKEEP: A hundred million dollars. I think we can both recall when presidential campaigns - like, the whole campaign might not be $100 million. And this is...

LIASSON: That's right.

INSKEEP: ...One wave of ads. Amazing. Mara, thanks so much. Always appreciate your insights.

LIASSON: You're welcome.

INSKEEP: That's NPR's Mara Liasson. Transcript provided by NPR, Copyright NPR.","[TAX_FNCACT,TAX_FNCACT_RUNNING_MATE,TAX_FNCACT_EXPRESIDENT,TAX_FNCACT_CANDIDATE,EPU_CATS_REGULATION]","[2#Nevada, United States#US#USNV#38.4199#-117.122#NV,2#Montana, United States#US#USMT#46.9048#-110.326#M]",[],[]
13,https://lacrossetribune.com/life-entertainment/nation-world/movies-tv/grant-ellis-jenn-tran-bachelor/article_a37bef5b-a109-57a3-9268-5efa71d84b0f.html,Grant Ellis announced as next season's 'Bachelor',"Grant Ellis didn’t win Jenn Tran’s heart on “The Bachelorette,” but he is still in the love game.

Following his emotional exit from Monday’s episode of “The Bachelorette,” it was announced that the “self-proclaimed mama’s boy” will be looking for his match as the lead on the 29th season of “The Bachelor.”

“The former pro basketball player is passionate about his career as a day trader, but when he’s not immersed in the fast-paced world of finance, you can find him cheering on the Lakers, hitting strikes at the bowling alley, or belting out tunes at karaoke nights,” according to a press release from ABC, which airs both shows. “As the Bachelor, Ellis is eager to embark on a journey filled with romance, adventure, and genuine connections. He hopes to find a partner who shares his values of loyalty, humor and a deep appreciation for life’s simple pleasures.”

In a video shared on “Good Morning America” Tuesday, Ellis further shared what he’s looking for in a mate.

Listen now and subscribe: Apple Podcasts | Google Podcasts | Spotify | RSS Feed | SoundStack

“I’m looking for a love that’s kind and understanding. Some qualities I’m looking for in a potential partner is somebody who’s adventurous, somebody who’s affectionate and somebody who’s loving,” he said. “I can’t wait for this incredible journey to get kicked off; it’s going to be so fun and I hope you guys tune in. Peace!”

“The Bachelor” is produced by Warner Bros. Unscripted Television in association with Warner Horizon, which share a parent company with CNN.

The new season of “The Bachelor” will air next year on as yet unannounced date.

___",[],[1#United States#US#US#39.828175#-98.5795#U],[],"[warner bros,cn]"
13,https://www.2gb.com/podcast/tuesday-show-13th-august/,13th August 📻,"You appear to be outside of Australia. Due to our coverage of the Olympics and Paralympics, live streaming is not currently available to overseas listeners. Need help? Contact Customer Support here.",[],[1#Australia#AS#AS#-25#135#A],[],[olympic]
13,https://www.grandforksgazette.ca/national-news/canadas-foreign-worker-program-called-a-breeding-ground-for-modern-slavery-7483991,Canada’s foreign worker program called a ‘breeding ground’ for modern slavery,"A recently released international report says Canada’s temporary foreign worker program is a “breeding ground” for contemporary slavery.

The final report by a United Nations special rapporteur who visited Canada last year says a power imbalance prevents workers from exercising their rights.

A worker’s status is dependent on a closed work permit that is specific to their employer. If an individual is fired, they may be deported from Canada.

Workers are subject to a wide range of abuses and aren’t always aware of their rights, the report says.

It notes the government puts much of the responsibility for informing workers about their rights on the employer, “despite the obvious conflict of interest.”

Special rapporteur Tomoya Obokata cites reports of issues including wage theft, long working hours with limited breaks and insufficient personal protective equipment.

The report also notes allegations of sexual harassment and exploitation, along with physical, emotional and verbal abuse.

Obokata also found that workers have difficulty accessing health care.

In some cases, employers prevented people from seeking treatment, the report says, with some workers denied the necessary time off, encouraged to “take painkillers or home remedies instead” or even fired.

The report notes that rules implemented in 2022 require employers to make a reasonable effort to provide workers with access to health care if they are ill or injured.

It also points out that many employers end up providing housing for their workers. That can result in overcrowding, such as 20 to 30 people sharing a single washroom, it says.

The report calls for Canada to “end labour migration arrangements that foster exploitation by creating dependency situations that tie workers to their employers” and in which employers control the worker’s housing, health care and status.

The number of permits under the program increased 88 per cent from 2019 to 2023, though Ottawa recently indicated it plans to reduce the number of such workers in Canada.

Mathis Denis, a spokesperson for Employment Minister Randy Boissonnault, said the government has increased fines for employer non-compliance under the program. He said the government levied $2.1 million in fines for violating program rules last fiscal year, up from $1.54 million issued the previous year.

He said the minister is considering increasing fees to pay for “additional integrity and processing activities,” and is looking to put in place new regulations covering employer eligibility.","[TAX_FNCACT,TAX_FNCACT_WORKER,SOC_SLAVERY,WB_2507_HUMAN_RIGHTS_ABUSES_AND_VIOLATIONS,WB_2203_HUMAN_RIGHTS,WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,WB_2511_SLAVERY,TAX_FNCACT_WORKERS,WB_1921_PRIVATE_SECTOR_DEVELOPMENT,WB_405_BUSINESS_CLIMATE,WB_2531_INSPECTIONS_LICENSING_AND_PERMITS,WB_2530_BUSINESS_ENVIRONMENT,TAX_FNCACT_EMPLOYER,WB_2690_CATEGORIES_OF_EMPLOYMENT,WB_2670_JOBS,WB_2689_JOBS_DIAGNOSTICS,WB_2704_EMPLOYER,GENERAL_HEALTH,MEDICAL,EPU_CATS_HEALTHCARE]","[1#Canada#CA#CA#60#-96#CA,4#Ottawa, Ontario, Canada#CA#CA08#45.4167#-75.7#-57076]",[],[united nation]
13,http://www.romaniapress.com/news=165228,Romania: Net wages in Romania gain momentum to real 7.5% y,"HELL Energy Posts Higher Revenue, Lower Profit In 2023 HELL Energy, one of the biggest players in the energy drinks market, posted RON358.3 million (EUR72.4 million) revenue in 2023, up 12.4% from the RON318.7 million (EUR64.6 million) of 2022, according to ZF calculations based on data from the Finance Ministry website.

Banca Transilvania Sees 42% Rise In Net Profit To RON1.8B In H1 2024 Banca Transilvania (TLV.RO), the largest lender in Romania, ended the first half of 2024 with a consolidated net profit of RON2.1 billion, up from the RON1.59 billion in the first half of 2023, while operating income increased to RON4.6 billion from RON3.7 billion.

WebPros Group By Socialbee, Developer Of An AI Platform For Social Media Cluj-Napoca-based start-up SocialBee, which developed an AI platform for managing social media accounts, has been acquired by Luxembourg’s WebPros Group, a player specialized in providing web hosting, billing and automation solutions.

TAROM Explains Why The Sale Of Its Heathrow Slots TAROM continues implementation of its restructuring plan and one of the goals is the sale of the take-off and landing slots on the Heathrow Airport in London to Qatar Airways, a step necessary to ensure economic sustainability of the company.

Eurostat: Romania Posts Highest Annual Inflation Rate In The EU In July 2024 The European Union member countries with the highest inflation rates in July 2024 were Romania (5.8%), Belgium (5.4%) and Hungary (4.1%), according to data provided by Eurostat, the statistical office of the European Union.

Romania's Central Bank Expects Inflation To Drop To 4% In December 2024 And 3.4% At End Of 2025 Romania’s central bank expects the inflation to go down to 4% in December 2024 and 3.4% in the last month of 2025, a better outlook than in the previous forecast, particularly for the end of 2024, the institution says in the minute of the monetary policy meeting of August 7.

Life in Codes Opens Offices In London And Dubai Life in Codes, Atlassian solution partner and reseller in Romania, ended 2023 with sales of products and services of EUR6.5 million.","[TAX_ETHNICITY,TAX_ETHNICITY_ROMANIAN,TAX_WORLDLANGUAGES,TAX_WORLDLANGUAGES_ROMANIAN,MEDIA_MSM,ECON_CURRENCY_EXCHANGE_RATE,SOC_INNOVATION,ECON_ENTREPRENEURSHIP,ECON_TAXATION,USPEC_POLICY1,EPU_POLICY,EPU_POLICY_TAX,EPU_CATS_TAXES,WB_1921_PRIVATE_SECTOR_DEVELOPMENT,WB_346_COMPETITIVE_INDUSTRIES,WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS,WB_1281_MANUFACTURING,WB_2670_JOBS,WB_1467_EDUCATION_FOR_ALL,WB_470_EDUCATION,WB_2131_EMPLOYABILITY_SKILLS_AND_JOBS,WB_1484_EDUCATION_SKILLS_DEVELOPMENT_AND_LABOR_MARKET]",[1#Romania#RO#RO#46#25#R],[tehno worl],[]
13,https://www.newsradio1029.com/news/san-francisco-hotels-collapsing-record-vacancy/,"San Francisco Hotels Collapsing, Record Vacancy","Hotels in San Francisco are experiencing massive financial losses as tourism to the city has continued to drop in the years after the pandemic and as quality of life issues including homelessness and crime continue to grow in the Golden Gate City.

In June, weekend hotel occupancy rates in the San Francisco-San Mateo were shown as being down by 22% since the same period in 2019, compared to just 4% nationally, data firm CoStar Group shows, reports The Daily Mail.

Many tourists are staying away because of several factors, including the expensive prices in San Francisco.","[TOURISM,WB_825_TOURISM,WB_1921_PRIVATE_SECTOR_DEVELOPMENT,WB_346_COMPETITIVE_INDUSTRIES,WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS,GENERAL_HEALTH,HEALTH_PANDEMIC,WB_635_PUBLIC_HEALTH,WB_2165_HEALTH_EMERGENCIES,WB_2166_HEALTH_EMERGENCY_PREPAREDNESS_AND_DISASTER_RESPONSE,WB_621_HEALTH_NUTRITION_AND_POPULATION,WB_2167_PANDEMICS,UNGP_HEALTHCARE,POVERTY,SOC_GENERALCRIME,EPU_CATS_MIGRATION_FEAR_FEAR,TAX_FNCACT,TAX_FNCACT_TOURISTS,TAX_ECON_PRICE]","[3#San Francisco, California, United States#US#USCA#37.7749#-122.419#27759]",[francisco-san mate],[costar grou]
13,https://www.kkgb.com/news/nipsey-hussles-brother-reveals-details-about-the-rappers-final-moments/,Nipsey Hussle’s Brother Reveals Details About The Rapper’s Final Moments,"During a recent discussion with radio personality Big Boy on his Off Air interview series, Nipsey Hussle‘s older brother, Blacc Sam, opened up about the last moments of the rap star’s life. Nipsey was shot and killed in South Central Los Angeles on March 31, 2019. Sam was optimistic that Nipsey would survive the shooting, but revealed that his world was turned upside down when his brother died. “Just couldn’t understand it. It was like the Twilight Zone after that,” he recalled. “Everything I believed in — my faith was shattered.”

Sam went on to disclose the events that led up to his brother getting shot. “They say he came back with a red shirt on. Tip-toed through the alley, went right and started shooting,” Sam said of the killer. “So, to me that’s premeditated. Number one, there’s no red shirts in the hood. Can’t buy no red shirt, no liquor store sell no red shirt. Number two, when a n—a come through the alley with the red shirt, that’s the throw-off.” (Billboard)","[MEDIA_MSM,MANMADE_DISASTER_IMPLIED,KILL,CRISISLEX_T03_DEAD,TAX_FNCACT,TAX_FNCACT_KILLER,CRISISLEX_C07_SAFETY]","[3#Los Angeles, California, United States#US#USCA#34.0522#-118.244#166232]","[nipsey hussle,blacc sam,big bo]",[]
13,https://www.k101fm.net/syndicated-article/?id=1578965,Convicted murderer escapes North Carolina hospital while receiving medical care: Police,"(HILLSBOROUGH, N.C.) — A convicted murderer is on the loose after escaping from a North Carolina hospital Tuesday morning, officials said.

Ramone Alston, 30, escaped from North Carolina Department of Corrections custody while receiving medical care at UNC Hospital in Hillsborough, according to the Orange County Sheriff’s Office.

Alston was convicted of shooting and killing a 1-year-old girl in 2015.

He was last seen wearing a gray T-shirt, brown pants and white New Balance sneakers, as well as handcuffs connected to a belly chain, officials said.

Officials are asking the public to immediately call 911 if they see Alston and warning them not to approach him.

Copyright © 2024, ABC Audio. All rights reserved.","[GENERAL_HEALTH,MEDICAL,SOC_POINTSOFINTEREST,SOC_POINTSOFINTEREST_HOSPITAL,CRISISLEX_C03_WELLBEING_HEALTH,TAX_FNCACT,TAX_FNCACT_OFFICIALS,WB_696_PUBLIC_SECTOR_MANAGEMENT,WB_840_JUSTICE,WB_1014_CRIMINAL_JUSTICE,ARREST,TAX_FNCACT_SHERIFF,CRISISLEX_C07_SAFETY,TRIAL,KILL,EPU_CATS_REGULATION]","[3#Hillsborough, North Carolina, United States#US#USNC#36.0754#-79.0997#986830,2#North Carolina, United States#US#USNC#35.6411#-79.8431#N]",[ramone alsto],"[carolina department of corrections,orange county sheriff offic]"
13,https://www.wgowam.com/news/classical-music-is-medicine-for-depression/,Classical Music Is Medicine for Depression,"A new study found that personalized music therapy can help patients with treatment-resistant depression.

Researchers at Shanghai Jiao Tong University School of Medicine discovered that classical music elicited significant improvements in patients who did not respond to multiple standard treatments for their depression.

The results, published in Cell Reports, demonstrated how music, in this case Tchaikovsky’s Symphony No. 6 and Beethoven’s Symphony No. 7, activates a complex network in the brain that helps regulate mood.","[CRISISLEX_C03_WELLBEING_HEALTH,TAX_DISEASE,TAX_DISEASE_DEPRESSION,SCIENCE,EDUCATION,SOC_POINTSOFINTEREST,SOC_POINTSOFINTEREST_UNIVERSITY,SOC_POINTSOFINTEREST_SCHOOL,GENERAL_HEALTH,MEDICAL,WB_1331_HEALTH_TECHNOLOGIES,WB_1350_PHARMACEUTICALS,WB_621_HEALTH_NUTRITION_AND_POPULATION]","[4#Shanghai, Shanghai, China#CH#CH23#31.2222#121.458#-192446]",[],[]
13,https://www.ominecaexpress.com/news/premier-eby-defends-government-subsidy-of-vancouver-condo-building-7483395,Premier Eby defends government subsidy of Vancouver condo building,"Premier David Eby is defending a B.C. housing development under scrutiny for charging rents considered unaffordable.

Reporting from The Globe and Mail has revealed that a subsidized rental building in Vancouver's Kitsilano neighbourhood is charging rents of $2,600 per month for a studio and $4,200 per month for a two-bedroom unit. These figures are above the average rent rates for the area, according to Canadian Mortgage Housing Corporation. It pegs the average rent for a bachelor unit at $1,441 and a two-bed room unit at $2,606 as of October 2023.

The 68-unit rental building was announced in 2021 as a partnership between a private development company, the City of Vancouver and the province through BC Builds and its Housing Hub division designed to create ""new rental housing for middle-income people in BC.""

Under the terms of the agreement, the provincial government supported the private development company through a $31.8-million loan guarantee subject to interest payments.

Speaking at an unrelated event in Nelson on Monday, Eby said the subsidy cost taxpayers nothing and the developer was able to turn the guarantee into affordable housing units. Under the terms of the agreement, 20 per cent of the units (14) will go toward households earning less than $80,000 per year. The other 54 units would be targeted at-or-below-market level rents restricted to middle-income households within the provincial middle-income limits.

""We have to do this kind of creative stuff,"" Eby said. ""We can't pay for all the housing we need right (now) across the province. We actually need to leverage the private sector as well.""

Eby said he will be ""thrilled"" when those 14 families move into the units, and said 77,000 individuals with families have moved into housing his government has helped to build across B.C.

He also pushed back against the larger narrative that this project is evidence of his government's failing housing policy. He says coverage of the story is conflating provincial social housing policy with the Housing Hub division that exists to facilitate construction of rental housing.

Critics have seized on these figures as evidence of government's failure to deliver on its promise to deliver affordable housing as the initial release announcing the project touted in as ""(another) affordable rental housing building"" when Eby was still the housing minister.

B.C. Greens Leader Sonia Furstenau is among those critics.

“The BC Greens aren’t surprised that the BC NDP’s housing bills (passed in 2023 and 2024) have failed to produce affordable housing — it’s exactly what we argued for dozens of hours in the legislature last fall,"" she said. ""To actually deliver affordable housing, we need a government that will invest in non-market solutions, including co-op and non-profit housing. Anything else is just more of the same.”

The project has also received criticism from B.C. United Leader Kevin Falcon, who has linked it to Eby's previous role as minister responsible for housing.

Pointing to various controversies at B.C. Housing, Falcon said government officials, ""none of whom have any private sector background in the housing industry,"" have mismanaged public funds without public accountability while failing to encourage the development of new rental in the marketplace.

""(Today), we see the results. We have got the most unaffordable rents in the entire country.""","[ECON_SUBSIDIES,MANMADE_DISASTER_IMPLIED,TAX_ETHNICITY,TAX_ETHNICITY_CANADIAN,WB_336_NON_BANK_FINANCIAL_INSTITUTIONS,WB_1920_FINANCIAL_SECTOR_DEVELOPMENT,WB_612_HOUSING_FINANCE,WB_332_CAPITAL_MARKETS,TAX_FNCACT,TAX_FNCACT_BACHELOR,WB_2187_RENTAL_HOUSING,GENERAL_GOVERNMENT,EPU_POLICY,EPU_POLICY_GOVERNMENT,WB_1948_SUBSIDIES,WB_695_POVERTY,WB_706_EVIDENCE_BASED_POLICY,TAX_ECON_PRICE,TAX_FNCACT_DEVELOPER,USPEC_POLICY1,EPU_POLICY_POLICY,WB_817_LAND_AND_HOUSING,WB_813_URBAN_GOVERNANCE_AND_CITY_SYSTEMS,WB_699_URBAN_DEVELOPMENT,WB_1722_HOUSING_POLICY_AND_INSTITUTIONS,WB_2186_SOCIAL_HOUSING,SEIZE,WB_1068_MARKET_FAILURES_VERSUS_GOVERNMENT_FAILURES,WB_440_MACROECONOMIC_MONITORING,WB_439_MACROECONOMIC_AND_STRUCTURAL_POLICIES,WB_473_GROWTH_DIAGNOSTICS,TAX_FNCACT_MINISTER,TAX_FNCACT_LEADER,TAX_FNCACT_OFFICIALS,EPU_ECONOMY_HISTORIC,TRANSPARENCY]","[1#Canada#CA#CA#60#-96#CA,4#Vancouver, British Columbia, Canada#CA#CA02#49.25#-123.133#-57526]","[kevin falcon,sonia furstena]",[canadian mortgage housing corporatio]
13,https://wcfcourier.com/life-entertainment/nation-world/movies-tv/grant-ellis-jenn-tran-bachelor/article_9b4e71c2-dab8-5a6c-a99e-a8f2a882442d.html,Grant Ellis announced as next season's 'Bachelor',"Grant Ellis didn’t win Jenn Tran’s heart on “The Bachelorette,” but he is still in the love game.

Following his emotional exit from Monday’s episode of “The Bachelorette,” it was announced that the “self-proclaimed mama’s boy” will be looking for his match as the lead on the 29th season of “The Bachelor.”

“The former pro basketball player is passionate about his career as a day trader, but when he’s not immersed in the fast-paced world of finance, you can find him cheering on the Lakers, hitting strikes at the bowling alley, or belting out tunes at karaoke nights,” according to a press release from ABC, which airs both shows. “As the Bachelor, Ellis is eager to embark on a journey filled with romance, adventure, and genuine connections. He hopes to find a partner who shares his values of loyalty, humor and a deep appreciation for life’s simple pleasures.”

In a video shared on “Good Morning America” Tuesday, Ellis further shared what he’s looking for in a mate.

Listen now and subscribe: Apple Podcasts | Google Podcasts | Spotify | RSS Feed | SoundStack

“I’m looking for a love that’s kind and understanding. Some qualities I’m looking for in a potential partner is somebody who’s adventurous, somebody who’s affectionate and somebody who’s loving,” he said. “I can’t wait for this incredible journey to get kicked off; it’s going to be so fun and I hope you guys tune in. Peace!”

“The Bachelor” is produced by Warner Bros. Unscripted Television in association with Warner Horizon, which share a parent company with CNN.

The new season of “The Bachelor” will air next year on as yet unannounced date.

___

This is every 'Sexiest Man Alive' winner since 1985

1985: Mel Gibson

1986: Mark Harmon

1987: Harry Hamlin

1988: John F. Kennedy, Jr.

1989: Sean Connery

1990: Tom Cruise

1991: Patrick Swayze

1992: Nick Nolte

1993: Richard Gere and Cindy Crawford

1994: Keanu Reeves

1995: Brad Pitt

1996: Denzel Washington

1997: George Clooney

1998: Harrison Ford

1999: Richard Gere

2000: Brad Pitt

2001: Pierce Brosnan

2002: Ben Affleck

2003: Johnny Depp

2004: Jude Law

2005: Matthew McConaughey

2006: George Clooney

2007: Matt Damon

2008: Hugh Jackman

2009: Johnny Depp

2010: Ryan Reynolds

2011: Bradley Cooper

2012: Channing Tatum

2013: Adam Levine

2014: Chris Hemsworth

2015: David Beckham

2016: Dwayne Johnson

2017: Blake Shelton

2018: Idris Elba

2019: John Legend

2020: Michael B. Jordan

2021: Paul Rudd

2022: Chris Evans

2023: Patrick Dempsey",[],[1#United States#US#US#39.828175#-98.5795#U],[],"[cnn,warner bro]"
13,https://www.begadistrictnews.com.au/story/8727746/bmw-x3-recalled/?cs=34616,BMW X3 recalled,"BMW is recalling over 26,000 X3 SUVs due to a defective cargo rail.

Subscribe now for unlimited access .

or signup to continue reading

All articles from our website

The digital version of Today's Paper

Breaking news alerts direct to your inbox

All articles from the other in your area

""The attachment for the interior cargo rail may become damaged in the event of an extreme rear impact,"" the company says in its recall notice.

""This could result in the interior cargo rail detaching from the vehicle.

""If the interior cargo rail detaches from the vehicle, it can increase the risk of serious injury to vehicle passengers.""

BMW X3 recalled

A total of 26,212 vehicles are affected, including the X3 M and Alpina XD3, from 2017 to 2024

The Vehicle Identification Number (VIN) list is attached here

The original recall notice is attached here

If you own an affected vehicle, you'll need to make an appointment with a BMW dealership to have the recall completed.

BMW will replace the rear cargo rail attachment bolts, free of charge.

If you have any further questions, you can contact BMW Australia's recall hotline on 1800 243 675.

MORE: Everything BMW X3MORE: Everything Alpina XD3

Content originally sourced from: CarExpert.com.au

Advertisement

Ad

Get the latest Bega news in your inbox

Sign up for our newsletter to stay up to date.

Email address

We care about the protection of your data. Read our Privacy Policy.

Advertisement

Ad","[CRISISLEX_CRISISLEXREC,CRISISLEX_C04_LOGISTICS_TRANSPORT,WB_1428_INJURY,WB_1406_DISEASES,WB_621_HEALTH_NUTRITION_AND_POPULATION,WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY,AFFECT,APPOINTMENT,CRISISLEX_C08_TELECOM]",[1#Australia#AS#AS#-25#135#A],[],[bm]
13,https://toronto.citynews.ca/2024/08/12/banff-residents-vote-against-downtown-pedestrian-zone-in-plebiscite/,Banff residents vote against downtown pedestrian zone in plebiscite,"BANFF, Alta. — Banff residents have given a thumbs down to a pedestrian zone in the community’s downtown, rejecting the idea in a plebiscite Monday.

The Town of Banff posted unofficial results of the vote on its website, saying 1,328 votes were cast against the town council’s decision to have a pedestrian zone on Banff Avenue every summer, from the May long weekend to Thanksgiving long weekend.

It says 1,194 voted in favour of the pedestrian zone.

Begun as a pandemic response in the summer of 2020, the mountain town has closed a section of the avenue to vehicles so people could safely enjoy the street full of shops and restaurants.

It’s been popular with visitors but some residents expressed concern about cars and trucks clogging up side streets.

The municipality says according to provincial law, council must pass a bylaw to rescind their original decision to have an annual summer pedestrian zone, and the next meeting where they can do that is Aug. 26.

It says on its website that pedestrian zone public amenities will be dismantled starting in the days immediately after the bylaw is passed, including removal of extra public seating, bicycle parking and flower planters.

Large planter barricades at each end of the pedestrian zone will also be removed once the bylaw passes, the website says, and the road will be reopened to all vehicles.

The decision to hold a vote was triggered by a petition.

The town says official results will be confirmed on Tuesday.

This report by The Canadian Press was first published August 12, 2024.

The Canadian Press","[URBAN,GENERAL_HEALTH,HEALTH_PANDEMIC,WB_635_PUBLIC_HEALTH,WB_2165_HEALTH_EMERGENCIES,WB_2166_HEALTH_EMERGENCY_PREPAREDNESS_AND_DISASTER_RESPONSE,WB_621_HEALTH_NUTRITION_AND_POPULATION,WB_2167_PANDEMICS,UNGP_HEALTHCARE,WB_1979_NATURAL_RESOURCE_MANAGEMENT,WB_435_AGRICULTURE_AND_FOOD_SECURITY,WB_1986_MOUNTAINS,EPU_CATS_MIGRATION_FEAR_FEAR,LEGISLATION,EPU_POLICY,EPU_POLICY_LAW,TAX_FNCACT,TAX_FNCACT_OFFICIAL,TAX_ETHNICITY,TAX_ETHNICITY_CANADIAN]",[1#Canada#CA#CA#60#-96#C],[],[]
